24850727	31	2	2.6	0.77	
26818742	11	0	0.99	0.41	
39690206	11	11	None	None	
27733515	32	5	2.88	0.92	
25859428	8	2	0.89	0.21	
31405984	144	52	12.52	4.05	
24097060	32	4	2.73	0.55	
24870543	1732	162	143.53	38.96	
24813883	48	7	4.02	0.92	
28181418	11	2	2.58	0.26	
28779093	11	2	0.92	0.17	
28783726	240	65	23.72	5.08	
26449181	80	10	8.86	1.93	
29106664	218	28	21.73	5.74	
23501838	133	36	12.6	3.13	
25569619	37	0	3.15	0.78	
29024340	14	1	1.32	0.51	
25857810	382	25	32.55	8.24	
22889910	92	5	7.26	1.84	
33996892	4	1	0.56	0.32	
23468649	82	2	7.03	1.39	
23157382	94	15	8.9	2.07	
23056364	28	5	2.12	0.47	
35349591	10	6	1.94	0.86	
30211544	20	5	1.98	0.47	
35482425	6	3	1.32	0.38	
30066640	12	3	1.35	0.09	
24169404	211	25	14.11	3.67	
24952186	39	7	None	0.9	
24764295	27	0	2.26	0.81	
24981631	72	12	6.03	1.94	
34381811	7	5	0.91	0.38	
38860509	0	0	None	None	
26928598	141	18	13.02	3.67	
24889604	371	100	31.06	7.29	
29377792	44	12	4.36	0.99	
29526694	332	82	32.9	8.16	
38520488	12	11	None	None	
27966577	33	10	4.84	1.19	
26000633	10	0	0.85	0.14	
27332813	10	0	0.96	0.16	
22845868	2	0	0.15	0.02	
25656970	548	89	46.41	11.33	
23230445	12	0	0.91	0.26	
27466388	115	24	10.71	2.56	
26047845	43	17	3.64	0.87	
26056817	11	3	0.89	0.22	
31398930	11	2	1.27	0.49	
31454312	51	12	5.52	1.14	
35053213	34	18	6.52	2.96	
24425868	41	1	3.43	0.79	
24244122	42	8	3.58	0.84	
32024885	30	9	3.47	1.57	
29401756	15	2	1.58	0.41	
24618897	109	11	9.12	2.22	
25440716	206	29	17.24	3.25	
25281560	258	30	20.97	5.5	
25104356	10	2	0.84	0.17	
28365733	23	6	2.17	0.58	
28883394	174	59	17.67	3.6	
28138016	259	49	27.48	7.0	
28992099	27	6	2.41	0.68	
24465218	48	7	3.99	1.0	
24493033	54	7	4.26	1.01	
24802001	21	4	1.76	0.24	
25102178	47	6	3.93	0.86	
34527192	19	11	3.43	0.78	
26493371	43	6	3.69	1.01	
28007979	25	7	2.41	0.52	
26370937	60	9	5.14	1.43	
29165593	47	1	4.69	1.33	
30351420	23	1	2.22	0.53	
27898662	8	3	0.72	0.18	
27447048	49	9	4.41	1.38	
32051772	18	3	1.95	0.59	
39828902	1	1	None	None	
27679670	26	5	2.34	0.53	
25621163	5	1	1.35	0.2	
32973167	17	5	2.26	0.51	
31623885	6	0	0.65	0.2	
30023583	14	2	1.06	0.61	
30355764	5	0	0.53	0.14	
23928301	12	0	1.0	0.31	
32101291	15	4	2.2	0.45	
24024827	40	4	3.28	0.84	
29538462	37	8	7.73	0.95	
25393560	21	3	1.66	0.53	
37151874	25	22	7.48	2.85	
25023996	41	4	3.43	0.95	
25222838	37	1	2.98	1.26	
25326319	18	3	1.51	0.53	
38534847	2	2	None	None	
28878234	37	10	5.46	0.72	
29100281	10	2	1.68	0.28	
39641026	1	1	None	None	
25086000	54	15	4.39	1.04	
40017606	15	15	None	None	
25308280	38	9	2.9	1.2	
28396410	102	13	20.24	2.76	
25658937	18	3	2.9	0.57	
23264352	138	20	10.89	2.72	
26176266	48	9	4.07	1.09	
27213804	28	5	3.73	0.79	
35153570	16	3	None	0.68	
30401684	49	7	5.16	1.82	
24910945	48	7	3.79	1.21	
24821784	41	2	4.63	1.11	
26443677	62	3	6.09	1.73	
25902545	59	11	5.06	1.27	
35867287	18	14	8.2	1.2	
37710046	31	31	None	4.94	
29425030	36	8	3.57	0.98	
29429052	19	2	1.88	0.65	
29694882	15	2	None	0.53	
29367233	99	28	10.63	3.21	
26986850	21	4	1.89	0.4	
28832133	15	1	1.34	0.53	
25158685	191	24	16.18	3.95	
23840627	58	3	4.78	1.18	
25961799	70	5	14.3	1.35	
25689132	14	1	1.2	0.26	
27810968	7	1	0.63	0.13	
31484958	35	16	3.79	0.63	
36888590	2	1	0.72	0.34	
30234483	66	16	6.54	1.54	
34919538	47	16	6.6	1.45	
31308252	50	13	5.09	1.64	
24003031	47	7	3.85	0.92	
25199834	16	1	1.34	0.39	
26660479	21	2	1.99	0.68	
27838629	20	5	2.09	0.42	
38651096	16	16	None	None	
29128334	51	5	4.56	1.23	
28369658	10	1	1.02	0.14	
28540740	146	33	13.04	4.72	
26905391	73	14	6.8	1.86	
28779005	446	102	32.43	11.0	
29019919	16	0	1.35	0.44	
39481633	7	7	None	None	
25639645	26	2	2.23	0.55	
27132877	2	1	0.44	0.05	
39402662	7	7	None	None	
35186042	11	7	2.19	0.42	
29323144	16	3	1.69	0.41	
29416018	15	4	1.49	0.45	
32284383	13	6	2.25	0.49	
25355886	24	5	3.47	0.63	
28944079	9	0	0.8	0.16	
34373465	84	36	12.5	4.32	
28288557	52	3	5.31	1.39	
28759574	7	1	0.68	0.2	
23420633	36	4	2.95	0.59	
33556408	94	36	14.95	4.37	
38076847	1	1	0.26	None	
25687964	56	14	4.8	1.26	
33888706	101	47	14.17	3.99	
30520724	49	6	5.86	1.22	
30056630	11	7	1.09	0.21	
35259019	104	51	34.33	6.58	
31101858	34	8	3.89	1.06	
29703890	154	23	15.26	5.1	
25210196	70	8	5.69	1.83	
25312910	11	2	0.89	0.2	
26488303	35	4	3.0	0.56	
28364038	18	1	1.52	0.35	
27860220	20	8	1.8	0.58	
28193641	55	18	5.48	1.21	
28857745	240	57	21.44	4.2	
37140060	2	2	0.51	0.33	
29107333	72	19	6.25	1.54	
25927823	35	5	2.96	0.67	
36368412	10	7	2.42	0.46	
27440402	23	3	2.07	0.58	
27629639	228	41	20.51	4.88	
33753504	55	15	7.45	2.77	
33809541	44	13	6.17	1.77	
38228169	1	1	None	None	
27605518	22	3	2.12	0.44	
31404336	30	4	3.25	1.08	
30342747	20	3	2.11	0.7	
35203269	3	1	1.06	0.13	
34755100	11	4	1.54	0.26	
34661528	34	18	4.77	1.63	
32449593	46	25	5.32	1.55	
38452769	14	14	None	None	
28945738	27	5	2.82	0.87	
29106597	23	9	2.17	0.57	
33432359	17	6	3.07	0.71	
39877981	2	2	None	None	
40307207	3	3	None	None	
26804901	93	13	8.97	2.29	
36993308	5	4	1.28	None	
35063075	139	75	27.69	8.03	
35705054	21	12	4.18	1.3	
38421032	9	9	None	None	
31527909	11	0	1.36	0.35	
35858568	15	7	3.29	0.93	
31841128	16	5	2.31	0.57	
37815119	4	4	0.9	1.29	
36012834	3	2	0.58	0.19	
34665250	4	1	0.72	0.27	
32325033	71	25	9.24	2.33	
29743515	27	10	2.54	0.8	
38797552	4	4	None	None	
28150231	180	19	17.95	4.83	
37108045	0	0	0.0	None	
28544880	79	37	7.06	1.33	
33476554	56	19	7.31	2.1	
40261303	2	2	None	None	
28092656	50	10	4.47	0.75	
31071328	9	1	0.97	0.36	
31101498	41	11	6.07	1.19	
31612854	130	57	16.12	3.41	
32780727	51	17	5.87	2.45	
31790148	31	7	None	1.17	
40806605	0	0	None	None	
27626670	53	9	4.77	1.18	
32625236	4	2	0.65	0.11	
27345611	41	8	3.69	1.02	
33066324	11	2	1.43	0.54	
32784707	14	4	1.62	0.73	
32857852	78	23	9.02	2.48	
34807903	8	3	1.27	0.39	
34897580	5	2	0.7	0.46	
32106311	30	10	6.28	0.99	
29915293	34	5	3.2	0.84	
34178454	3	1	0.42	0.1	
29247194	19	4	1.94	0.55	
28336669	177	38	15.81	4.34	
33237311	6816	2694	1000.82	402.78	
37635943	0	0	0.0	None	
40580929	1	1	None	None	
35963929	4	3	0.78	0.63	
34089862	21	5	3.79	1.2	
33660322	7	3	0.98	0.46	
30345745	18	4	1.78	0.34	
35317239	28	20	6.78	1.71	
32391319	146	54	15.1	6.43	
37850146	13	11	2.4	1.11	
29790985	76	13	7.53	1.95	
33909605	24	13	4.73	0.87	
36529941	13	12	3.15	0.47	
36546769	5	3	1.21	0.78	
37906643	13	12	3.33	0.91	
32841293	16	7	2.08	0.68	
36060059	16	12	3.75	0.87	
33673546	11	7	1.99	0.68	
31569392	8	3	0.7	0.33	
35135293	11	6	2.19	0.58	
30476243	15501	3694	1738.62	595.68	
35550630	8	4	2.19	0.65	
36671421	220	186	46.3	15.63	
30878482	54	16	6.25	1.45	
30962948	21	3	2.6	0.51	
37873463	2	2	0.51	None	
37810667	1	0	0.2	0.22	
29617745	171	44	19.18	4.81	
37092398	135	128	36.92	14.55	
38698289	8	8	None	None	
38589611	10	10	None	None	
38712132	3	3	None	None	
36056198	9	5	1.66	1.16	
36255390	74	53	None	4.95	
30085185	19	4	2.13	0.38	
35015814	6	4	1.32	0.4	
37853253	5	5	2.16	0.86	
37606934	9	8	2.69	1.32	
34740240	8	1	1.44	0.28	
37803016	8	8	2.13	0.93	
34318855	8	1	1.12	0.59	
33621067	23	11	3.23	0.87	
37547082	10	6	2.61	1.43	
33836000	23	9	3.23	1.29	
32620750	54	17	7.69	2.18	
33917325	7	5	1.11	0.36	
38150990	6	6	1.54	None	
38948505	0	0	None	None	
36294631	1	0	0.22	0.13	
33028917	5	1	0.58	0.14	
35445800	6	6	2.36	0.37	
31822657	29	11	5.25	0.79	
35714157	16	6	3.87	1.05	
32469313	24	7	5.01	0.81	
35089308	31	15	6.17	1.77	
37623244	1	1	0.26	0.24	
38617366	0	0	None	None	
34491762	3	0	0.42	0.33	
34617299	21	12	2.95	1.17	
27903612	18	1	1.79	0.47	
37251884	2	2	0.51	0.48	
37256959	20	14	7.03	2.0	
33323028	5	1	0.73	0.27	
29282079	26	5	3.38	0.57	
37945741	15	14	3.84	1.68	
40285550	0	0	None	None	
34318286	64	25	21.99	3.53	
38448734	72	72	None	None	
37602404	12	11	3.07	0.65	
39482367	10	10	None	None	
39401228	4	4	None	None	
38112559	4	4	0.91	None	
35688911	7	7	1.8	0.49	
31281921	29	7	3.6	0.86	
37810959	4	4	1.65	0.41	
37275259	5	5	1.28	0.79	
26972785	43	4	3.87	1.32	
34495685	6	2	0.84	0.27	
38915497	0	0	None	None	
26934223	217	37	19.52	4.77	
33116115	31	10	4.35	0.83	
29275251	80	15	7.55	1.64	
39783932	2	2	None	None	
32702086	44	21	6.76	1.62	
32715618	972	196	142.72	40.99	
33002308	2	0	0.23	0.16	
36233299	4	0	0.97	0.26	
31442477	40	8	4.63	1.09	
35142991	32	21	6.37	1.53	
30385807	30	6	3.23	0.98	
31093676	20	1	2.32	0.58	
35891796	11	8	2.83	0.71	
30816249	51	17	5.84	1.32	
29386398	14	5	1.57	0.26	
30840684	2	0	0.23	0.16	
32453726	8	2	0.92	0.23	
34572543	8	4	1.12	0.64	
29030545	185	42	16.53	4.58	
34672954	41	17	6.52	2.84	
39716013	2	2	None	None	
36700544	14	12	3.59	1.33	
40231840	1	1	None	None	
27320918	295	72	26.53	5.94	
30962360	144	35	16.67	3.79	
33854844	14	4	1.96	0.79	
27170178	25	1	2.25	0.39	
33932438	7	0	1.26	0.21	
32797190	8	4	1.36	0.36	
34072091	20	9	3.45	0.98	
31871206	11	3	1.51	0.32	
36900171	18	17	8.75	1.94	
30670466	281	77	30.4	8.39	
35675957	5	3	1.0	0.35	
32172469	0	0	0.0	None	
37878567	3	3	1.05	0.24	
37399326	2	1	0.7	0.18	
29094196	24	3	2.14	0.8	
39532532	0	0	None	None	
37816350	18	17	4.4	2.51	
38334954	11	11	None	None	
32578074	26	12	3.38	0.99	
27566759	28	4	2.7	0.73	
38965444	45	45	None	None	
30518031	3	0	0.3	0.13	
35291022	6	3	1.11	0.62	
35545699	13	5	2.85	0.87	
34211188	59	21	None	2.52	
38531854	51	51	None	None	
28279943	84	13	7.5	2.32	
29192214	705	205	118.32	16.99	
39850253	0	0	None	None	
38617077	5	5	None	None	
36807437	10	7	3.51	1.43	
39149359	8	8	None	None	
41009529	0	0	None	None	
36287825	10	8	1.99	0.8	
34001607	119	59	16.7	5.16	
36722258	10	4	2.56	1.59	
37571862	10	9	2.56	1.51	
37597513	3	3	0.77	0.28	
35624178	54	37	10.36	4.49	
32259256	15	5	2.2	0.46	
34485867	5	4	0.71	0.08	
34368224	27	14	5.83	1.17	
28963504	53	9	5.28	1.18	
28575391	675	286	67.3	19.19	
33384439	6	2	0.98	0.31	
40002419	1	1	None	None	
38102123	10	9	2.25	1.42	
27173435	250	39	24.01	5.97	
31819260	437	167	50.6	13.88	
35819203	24	15	4.78	1.5	
33718275	3	1	0.42	0.17	
32694138	19	10	2.94	0.58	
36291707	27	21	4.99	2.04	
32751599	10	4	1.16	0.39	
31621842	11	1	1.51	0.33	
36802545	8	5	1.74	1.19	
34930424	52	26	10.26	2.48	
37469707	10	10	3.51	1.01	
34661238	13	6	1.82	0.59	
35617157	10	10	1.99	0.62	
31138098	11	1	1.36	0.27	
28430886	10	0	1.02	0.28	
37415455	6	4	1.54	0.42	
37071682	61	54	16.57	6.16	
33425989	4	1	0.46	0.08	
39256561	5	5	None	None	
38243131	22	22	None	None	
38717300	4	4	None	None	
39796192	0	0	None	None	
30833614	58	14	9.73	2.58	
30607034	341	111	39.48	8.08	
40425728	1	1	None	None	
32726614	23	2	2.66	1.06	
38028201	11	11	3.87	1.21	
33015833	43	23	4.97	1.42	
33813307	25	4	4.3	1.8	
27503897	30	8	2.7	0.74	
27606708	39	6	4.95	1.39	
36677469	18	13	4.7	3.25	
36630955	15	13	4.49	1.73	
36876065	8	3	2.49	1.58	
30381461	26	5	2.58	0.77	
35625823	38	22	21.28	5.01	
35666183	8	3	1.76	0.43	
32170109	7	1	0.81	0.25	
37789867	6	6	1.8	0.58	
32486308	36	13	4.16	2.17	
31073893	27	11	2.45	0.97	
34529719	8	5	1.12	0.48	
34469731	66	39	9.26	2.31	
34610008	18	9	2.86	0.8	
39333715	4	4	None	None	
30185590	20	4	2.68	0.55	
35225431	12	5	2.39	0.81	
37653243	42	35	10.76	3.14	
40746547	1	1	None	None	
34025951	81	54	14.63	4.27	
36332009	43	27	13.86	2.59	
33857305	7	1	0.98	0.42	
36249025	8	7	3.09	0.28	
31490122	28	5	3.03	0.64	
31525912	10	4	0.91	0.44	
34709640	2	1	0.28	0.26	
32327655	66	23	7.63	2.79	
37497076	11	11	3.89	1.6	
26546002	26	2	2.23	0.98	
33252673	15	2	2.2	0.93	
33174603	15	4	2.2	0.48	
26527722	2931	144	248.24	93.43	
40646010	0	0	None	None	
36088548	15	13	3.63	0.54	
27362362	23	4	2.95	0.68	
32598315	35	15	4.05	1.04	
33821549	60	22	7.84	1.7	
39291144	0	0	None	None	
27119079	14	0	1.35	0.39	
30421914	24	2	2.53	0.75	
31659041	34	12	3.37	1.29	
30235822	38	9	5.22	1.39	
35945673	7	6	1.92	0.34	
30953073	7	1	1.37	0.33	
37860271	7	4	1.79	0.67	
31069014	14	4	2.53	0.4	
37627330	11	11	2.82	0.88	
29499131	55	13	5.45	1.48	
34193117	31	16	4.2	1.7	
26516188	233	38	20.59	4.96	
33504807	78	30	10.95	3.71	
37235586	2	1	0.7	0.18	
37384305	6	3	1.54	0.83	
40715459	3	3	None	None	
39483238	8	8	None	None	
40823814	3	3	None	None	
40141996	1	1	None	None	
40379916	0	0	None	None	
40593928	1	1	None	None	
38612495	1	1	None	None	
40048608	0	0	None	None	
40715203	1	1	None	None	
40804711	0	0	None	None	
39519173	4	4	None	None	
39979996	7	7	None	None	
39880082	9	9	None	None	
38645170	0	0	None	None	
38895392	0	0	None	None	
39906584	0	0	None	None	
40506605	0	0	None	None	
40048509	10	10	None	None	
39802156	0	0	None	None	
39867669	0	0	None	None	
39484408	2	2	None	None	
40777366	0	0	None	None	
39386609	0	0	None	None	
39665261	3	3	None	None	
39932190	7	7	None	None	
39353940	2	2	None	None	
40585300	0	0	None	None	
41145411	0	0	None	None	
39358380	8	8	None	None	
39169181	19	19	None	None	
40223272	6	6	None	None	
38948853	4	4	1.78	None	
41082574	0	0	None	None	
39456937	3	3	None	None	
39430745	2	2	None	None	
39543771	0	0	None	None	
40196589	0	0	None	None	
39616174	15	15	None	None	
39163330	11	11	None	None	
40304068	0	0	None	None	
40628847	1	1	None	None	
40640210	5	5	None	None	
40773290	0	0	None	None	
39593238	1	1	None	None	
